"id","text","score","imdbid"
"12978","This is one of the best political thrillers of the 1970s.","75","71970"
"12979","Check your brains at the popcorn stand and hang on for a spectacular ride.","75","120755"
"12980","The situational humor is more varied than in In The Loop, even if it still largely comes down to a lot of people badgering each other in hallways, offices, and banquet halls. But the dialogue lacks the earlier film’s vicious, creative, lighting-fast profanity.","75","4686844"
"12981","For those who like the director's body of work, appreciate ""The Twilight Zone,"" and have a high suspension of disbelief threshold, The Village is likely to satisfy.","75","368447"
"12982","The Devil's Advocate is a highly-enjoyable motion picture that's part character study, part supernatural thriller, and part morality play.","75","118971"
"12983","For anyone who adores Smith—which is pretty much everyone these days—they will have quite a satisfying ride with this crusty grand dame behind the wheel.","75","3722070"
"12984","It's a ""First Wives Club"" for single guys, giving voice to a whole range of authentic, if not always responsible, attitudes and emotions.","75","117802"
"12985","Let's be honest, killing is this film's business...and business is good.","75","1186367"
"12986","The 23-year-old Evans has been acting just four years, and his near-anonymity makes him well-cast: He's an Everyslacker breezing through life in Santa Monica, the kind of guy who could turn into a hero under the right circumstances or remain a zero the rest of his life.","75","337921"
"12987","Misery is one of the best movies made from a Stephen King story. [30 Nov 1990, p.6]","75","100157"
"12988","Surely there's a middle ground between a Bolshevik-style elevation of history over individual emotion and a Hollywood-style idolization of emotion over impersonal history. Surely it's possible to avoid either deifying or demonizing history, but rather to seek an understanding of it - as a force that shapes private lives even as they shape it. For all its grandeur and beauty, Dr. Zhivago denies the complexity of that exchange.","75","59113"
"12989","Postcards is a mixed bag. There are a number of entertaining moments; however, potentially rich characters and situations wither from lack of development for the sake of the central relationship, which is never wholly convincing.","75","100395"
"12990","All Hollywood and no Homer, but within its limits, it's a vigorous, entertaining movie.","75","332452"
"12991","Playful and energized enough to keep an audience guessing.","75","195714"
"12992","It hasn't got a brain in its body, but it's fun to watch.","75","266915"
"12993","[Verhoeven's] cold, slick, funny, high-powered movie is informed by a humanism this genre almost always abandons in its chase after vigilante splat. [17 Jul 1987]","75","93870"
"12994","Poignant, witty, historically illuminating.","75","119280"
"12995","Works on its own terms, which is more than can be said of most horror films these days. If this is the kind of movie you're looking for, it delivers.","75","389722"
"12996","The film Cloak and Dagger is like a visit to the midway; fast and noisy and a lot of unsophisticated fun. [10 Aug 1984]","75","87065"
"12997","Howard has a wonderful touch with actors, and almost all of them here have their moments. [26 March 1999, Friday, p.A]","75","131369"
"12998","Instead of being drawn into Dragonheart‘s tale of swords and sorcery, I frequently sat there thinking things like Gee, I wonder how much time it took Connery to record his lines. It’s too bad, because in other respects Dragonheart is a corker.","75","116136"
"12999","It is essentially two movies. The better by far (and it’s very good) is the one that feels like a darker Stand by Me — a nostalgic coming-of-age story about seven likable outcasts riding around on their bikes and facing their fears together... Less successful are the sections that trot out Pennywise. The more we see of him, the less scary he becomes.","75","1396484"
"13000","Last week, the American Film Institute named ""It's a Wonderful Life"" the most inspiring movie in the history of the English language. The film was initially a flop, but it's now considered so perfect that nobody would dare remake it - under that title. Folks who see Click will have no trouble connecting the dots.","75","389860"
"13001","Face the Music is a giant party of a movie, made all the more gratifying by the way it sits at odds with the divisive moment that greets its release. Things may be dire (in this movie and IRL) but Bill and Ted’s unbridled enthusiasm as their stumbles through daunting circumstances turn gleeful ignorance into a form of escapism.","75","1086064"
"13002","A surprisingly effective film.","75","225071"
"13003","Indecent Proposal is as relentlessly entertaining as it is silly--so shamelessly over the top that you watch in a mixture of horror and delight as the drama unfolds toward a climax that is truly mind-boggling.","75","107211"
"13004","Almost all of it works as wish-fulfillment fantasy.","75","1219289"
"13005","For all its merits, however, Joker relies on perhaps a touch too much exposition as it attempts to shape a digestible origin story.","75","7286456"
"13006","This is a movie about children that isn't just a children's movie -thoughtful adult accompaniment is strongly advised. [13 Aug 1993]","75","108065"
